cc,cf_id,uniq_id,location,region,link,ucdp_actor_id,actor_name,ucdp_acd_id,ucdp_dyad,pax_id,cf_dec_yr,cf_dec_month,cf_dec_day,cf_effect_yr,cf_effect_month,cf_effect_day,evidence_onset,side,partial,written,fixed,fixed_time,nsa_frac,p_humanitarian,p_peaceprocess,p_holiday,p_election,p_other,p_other_comment,p_unclear,ceasefire_class,timing,cf_pp,mediator_nego,mediator_send,implement,enforcement,ddr,splinter,ended,end_yr,end_month,end_day,evidence_end,comment,factivia_source,factivia_page,truce,recentadditions,link_id1,link_id2,link_id3,link_id4,link_id5,link_id6,link_id7,link_id8,link_id9,link_id10,link_id11,link_id12,link_id13,link_id14,link_id15,link_id16,link_id17,link_id18,link_id19,link_id20,link_id21,link_id22,link_id23,link_id24,link_id25,link_id26,link_id27,link_id28,link_id29,link_id30,link_id31,link_id32,link_id33,link_id34,link_id35,coder,id
451,15,451015,Sierra Leone,4,0,532,RUF,382,818,260,1999,5,18,1999,5,24,,2,0,2,0,0,1,1,1,0,0,0,0,0,2,1,"Ceasefire reached in order to carry out peace talks between rebels and government, and also agree to release prisoners and allow humanitarian workers access to the entire country.",1,Togo,0,2,0,1,4,1999,7,7,,,,details: Sierra_Leone_13 p.50 chronology of civil war: Sierra_Leonne_13 p.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EW,1051
451,16,451016,Sierra Leone,4,2,532,RUF,382,818,478,1999,7,7,1999,7,8,,2,0,2,0,0,1,0,1,0,0,0,0,0,3,3,"Definitive peace accord reached in Togo, consolidation of CF 15.",1,Togo,1,2,1,1,2,2000,3,-1,,,,Details of peace agreement: p.60,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EW,1052
451,16,451016,Sierra Leone,4,2,80,Government of Sierra Leone,382,818,478,1999,7,7,1999,7,8,,2,0,2,0,0,0,0,1,0,0,0,0,0,3,3,"Definitive peace accord reached in Togo, consolidation of CF 15.",1,Togo,1,2,1,0,2,2000,3,-1,,,,Details of peace agreement: p.60,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EW,1053
451,17,451017,Sierra Leone,4,0,80,Government of Sierra Leone,382,818,320,2000,11,10,2000,11,11,,2,0,2,1,30,0,0,1,0,0,0,0,0,2,2,"ABUJA ceasefire agreement - described as a 'stepping stone' ceasefire to look at reviving previous peace accord, to meet again after 30 days for further discussions.",1,ECOWAS,1,2,1,0,4,2000,12,12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EW,1054
451,17,451017,Sierra Leone,4,0,532,RUF,382,818,320,2000,11,10,2000,11,11,,2,0,2,1,30,1,0,1,0,0,0,0,0,2,2,Recommitment to the ABUJA ceasefire agreement following meetings.,1,ECOWAS,1,2,1,1,4,2000,12,12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EW,1055
451,18,451018,Sierra Leone,4,3,532,RUF,382,818,-1,2000,12,13,2000,12,13,,2,0,2,1,30,1,0,1,0,0,0,0,0,2,2,Recommitment to the ABUJA ceasefire agreement following meetings with the UN.,0,0,1,2,1,1,4,2001,5,2,,,,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EW,1056
451,18,451018,Sierra Leone,4,3,80,Government of Sierra Leone,382,818,-1,2000,12,13,2000,12,13,,2,0,2,1,30,0,0,1,0,0,0,0,0,2,2,Recommitment to the ABUJA ceasefire agreement following meetings with the UN.,0,0,1,2,1,0,4,2001,5,2,,,,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EW,1057
451,19,451019,Sierra Leone,4,1,80,Government of Sierra Leone,382,818,1050,2001,5,3,2001,5,3,,2,0,2,1,30,0,0,1,0,0,0,0,0,2,2,Following peace talks in Abuja between rebels and the government of Sierra Leone (UN also present) the ceasefire is reviewed and an agreement is signed regarding the implementation and DDR process.,1,ECOWAS,1,2,1,0,0,0,0,0,,,,0,0,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EW,1058
451,19,451019,Sierra Leone,4,1,532,RUF,382,818,1050,2001,5,3,2001,5,3,,2,0,2,1,30,1,0,1,0,0,0,0,0,2,2,Following peace talks in Abuja between rebels and the government of Sierra Leone (UN also present) the ceasefire is reviewed and an agreement is signed regarding the implementation and DDR process.,1,ECOWAS,1,2,1,1,0,0,0,0,,,,0,0,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EW,1059
451,20,451020,Sierra Leone,4,0,80,Government of Sierra Leone,382,818,-1,1996,3,-1,1996,3,-1,,1,0,0,1,60,1,0,1,0,0,0,0,0,1,1,Unilateral ceasefire by the rebels has been reciprocated by the government.,0,0,0,0,0,0,4,1996,4,23,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EW,1060
471,2,471002,Cameroon,4,0,7332,Ambazonia insurgents,14129,15895,-1,2020,3,25,2020,3,29,,1,0,0,1,14,2,1,0,0,0,1,Re: Corona virus,0,1,0,Unilateral ceasefire by the Southern Cameroons Defense Forces (SOCADEF) following UN Secretary-General Antonio Guterres' call for a global cease-fire to facilitate the global response to COVID-19.,0,0,0,0,0,1,1,2020,4,12,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FM,1061
475,6,475006,Nigeria,4,0,625,Itsekiri,-1,-1,-1,2003,3,26,2003,3,26,,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,Ceasefire after government agrees to requests of minorities.,0,0,0,0,0,1,-1,-1,-1,-1,,,,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1062
475,6,475006,Nigeria,4,0,1193,FNDIC,-1,-1,-1,2003,3,26,2003,3,26,,3,0,0,0,0,2,0,1,0,0,0,0,0,1,1,Ceasefire after government agrees to requests of minorities.,0,0,0,0,0,1,-1,2003,-1,-1,,,,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1063
475,6,475006,Nigeria,4,0,84,Government of Nigeria,-1,-1,-1,2003,3,26,2003,3,26,,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Ceasefire after government agrees to requests of minorities.,0,0,0,0,0,0,-1,-1,-1,-1,,,,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1064
475,7,475007,Nigeria,4,0,1193,FNDIC,-1,-1,-1,2003,5,15,2003,5,15,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,Ceasefire to restore peace in the region.,-1,-1,0,0,0,2,-1,-1,-1,-1,,,,"18:159,23:77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1065
475,12,475012,Nigeria,4,0,1193,FNDIC,-1,-1,-1,2004,9,29,2004,9,29,,2,0,0,1,3,1,0,1,0,0,0,0,0,1,1,Ceasefire to hold talks between NSA and the government.,0,0,0,0,0,1,4,2004,9,30,,,,"64, 74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1066
475,12,475012,Nigeria,4,0,84,Government of Nigeria,-1,-1,-1,2004,9,29,2004,9,29,,2,0,0,1,3,1,0,1,0,0,0,0,0,1,1,Ceasefire to hold talks between NSA and the government.,0,0,0,0,0,0,4,2004,9,30,,,,"64, 74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1067
475,13,475013,Nigeria,4,-1,84,Government of Nigeria,425,890,-1,2004,10,1,2004,10,1,,3,0,1,0,0,0,0,1,0,0,1,stop attacks on oil plants,0,3,3,Ceasefire to stop attacks on foreign oil plants.,0,0,0,0,1,0,-1,2004,-1,-1,,,,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1068
475,13,475013,Nigeria,4,-1,84,Government of Nigeria,-1,-1,-1,2004,10,1,2004,10,1,,3,0,1,0,0,0,0,1,0,0,1,stop attacks on oil plants,0,3,3,Ceasefire to stop attacks on foreign oil plants.,0,0,0,0,1,0,-1,2004,-1,-1,,,,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1069
475,13,475013,Nigeria,4,-1,560,NDPVF,425,890,-1,2004,10,1,2004,10,1,,3,0,1,0,0,1,0,1,0,0,1,stop attacks on oil plants,0,3,3,Ceasefire to stop attacks on foreign oil plants.,0,0,0,0,1,1,-1,2004,-1,-1,,,,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1070
475,13,475013,Nigeria,4,-1,657,NDV,-1,-1,-1,2004,10,1,2004,10,1,,3,0,1,0,0,1,0,1,0,0,1,stop attacks on oil plants,0,3,3,Ceasefire to stop attacks on foreign oil plants.,0,0,0,0,1,1,-1,2004,-1,-1,,,,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1071
475,14,475014,Nigeria,4,0,560,NDPVF,425,890,-1,2005,9,26,2005,9,26,,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,Ceasefire by rebels to promise not to engage in violence.,0,0,0,0,0,1,-1,-1,-1,-1,,,,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1072
475,15,475015,Nigeria,4,0,1401,MEND,-1,-1,-1,2006,10,5,2006,10,5,,2,0,0,1,-1,1,0,1,0,0,0,0,0,1,-1,Ceasefire declared by militant group.,0,0,0,0,0,1,2,2007,1,8,,,,"42:160, 43:10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1073
475,15,475015,Nigeria,4,0,84,Government of Nigeria,-1,-1,-1,2006,10,5,2006,10,5,,2,0,0,1,-1,0,0,1,0,0,0,0,0,1,-1,Ceasefire declared by militant group.,0,0,0,0,0,0,2,2007,1,8,,,,"42:160, 43:10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1074
475,16,475016,Nigeria,4,0,1401,MEND,-1,-1,-1,2007,4,3,2007,4,3,,1,0,0,1,for the duration of the elections ,1,0,0,0,1,0,0,0,1,1,Ceasefire declared by rebels to allow proper elections.,0,0,0,0,0,2,-1,2007,5,-1,,,,"63, 65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1075
475,17,475017,Nigeria,4,0,7045,JRC,-1,-1,-1,2007,5,22,2007,5,22,,1,0,0,1,360,1,0,0,0,0,1,let the new government prove itself,0,1,1,Unilateral ceasefire declared by militant group for new government to prove itself.,0,0,0,0,0,2,-1,-1,-1,-1,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1076
475,18,475018,Nigeria,4,0,1401,MEND,-1,-1,-1,2007,6,2,2007,6,2,,1,0,0,1,30,2,0,1,0,0,0,0,0,1,-1,Unilateral ceasefire declared by militant group for negotiations with government.,0,0,0,0,0,2,1,2007,7,3,,,,"43:140, 44:56, 45:130, 145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1077
475,19,475019,Nigeria,4,0,84,Government of Nigeria,-1,-1,-1,2007,6,14,2007,6,14,,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Ceasefire with government after militant leader was released.,0,0,0,0,0,0,0,0,0,0,,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1078
475,19,475019,Nigeria,4,0,7045,JRC,-1,-1,-1,2007,6,14,2007,6,14,,2,0,0,0,0,2,0,1,0,0,0,0,0,1,1,Ceasefire with government after militant leader was released.,0,0,0,0,0,1,0,0,0,0,,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1079
475,20,475020,Nigeria,4,0,84,Government of Nigeria,-1,-1,-1,2007,12,6,2007,12,6,,3,0,1,1,360,0,0,1,0,0,0,0,0,1,2,Ceasefire brokered by the government with militias.,1,Niger Delta Peace andConflict Resolution Committee (NDPCRC),0,0,0,0,-1,-1,-1,-1,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1080
475,20,475020,Nigeria,4,0,84,Government of Nigeria,-1,-1,-1,2007,12,6,2007,12,6,,3,0,1,1,360,0,0,1,0,0,0,0,0,1,2,Ceasefire brokered by the government with militias.,1,Niger Delta Peace andConflict Resolution Committee (NDPCRC),0,0,0,0,-1,-1,-1,-1,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1081
475,20,475020,Nigeria,4,0,1401,MEND,-1,-1,-1,2007,12,6,2007,12,6,,3,0,1,1,360,2,0,1,0,0,0,0,0,1,2,Ceasefire brokered by the government with militias.,1,Niger Delta Peace andConflict Resolution Committee (NDPCRC),0,0,0,1,3,0,0,0,,,,"18, 37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1082
475,20,475020,Nigeria,4,0,84,Government of Nigeria,425,890,-1,2007,12,6,2007,12,6,,3,0,1,1,360,0,0,1,0,0,0,0,0,1,2,Ceasefire brokered by the government with militias.,1,Niger Delta Peace andConflict Resolution Committee (NDPCRC),0,0,0,0,-1,-1,-1,-1,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1083
475,20,475020,Nigeria,4,0,3871,"Black Axe, Bush Boys, Deebam, KK, NDV",-1,-1,-1,2007,12,6,2007,12,6,,3,0,1,1,360,1,0,1,0,0,0,0,0,1,2,Ceasefire brokered by the government with militias.,1,Niger Delta Peace andConflict Resolution Committee (NDPCRC),0,0,0,1,3,0,0,0,,,,"18, 37; 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1084
475,20,475020,Nigeria,4,0,560,NDPVF,425,890,-1,2007,12,6,2007,12,6,,3,0,1,1,360,1,0,1,0,0,0,0,0,1,2,Ceasefire brokered by the government with militias.,1,Niger Delta Peace andConflict Resolution Committee (NDPCRC),0,0,0,1,3,0,0,0,,,,"18, 37; 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1085
475,21,475021,Nigeria,4,0,1401,MEND,-1,-1,-1,2007,12,25,2007,12,25,,1,0,0,1,1,1,0,1,0,0,0,0,0,1,-1,Holiday ceasefire declared by militant group.,0,0,0,0,0,1,1,2007,12,26,,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1086
475,22,475022,Nigeria,4,0,1401,MEND,-1,-1,-1,2008,6,24,2008,6,24,,1,0,0,-1,0,1,0,1,0,0,0,0,0,1,-1,Unilateral ceasefire declared by militant group for negotiations with government.,0,0,0,0,0,2,2,2008,7,12,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1087
475,23,475023,Nigeria,4,0,1401,MEND,-1,-1,-1,2008,9,21,2008,9,21,,1,0,0,-1,0,1,0,0,1,0,0,0,0,1,0,Unilateral ceasefire declared in oil war.,0,0,0,0,0,2,2,2009,1,31,,,,"53:58,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1088
475,24,475024,Nigeria,4,0,84,Government of Nigeria,-1,-1,-1,2009,6,26,2009,8,6,,1,0,0,1,60,0,0,1,0,0,0,0,0,1,1,Government-declared ceasefire,0,0,0,0,1,0,-1,-1,-1,-1,,,,"82, 85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1089
475,25,475025,Nigeria,4,0,1401,MEND,-1,-1,-1,2009,7,15,2009,7,15,,1,0,0,1,60,1,0,1,0,0,0,0,0,1,1,Militant-declared ceasefire,0,0,0,0,0,1,4,2009,9,15,,,,145; 131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1090
475,26,475026,Nigeria,4,1,1401,MEND,-1,-1,-1,2009,9,15,2009,9,16,,1,0,0,1,30,1,0,1,0,0,0,0,0,1,1,Extension of previous ceasefire,0,0,0,0,0,1,1,2009,10,15,,,,130,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1091
475,27,475027,Nigeria,4,0,1401,MEND,-1,-1,-1,2009,10,25,2009,10,25,,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,Unilateral ceasefire by rebels for peace negotiations.,0,0,0,0,0,1,2,2009,12,-1,,,,"62:155, 64:33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1092
475,28,475028,Nigeria,4,0,1401,MEND,-1,-1,-1,2010,11,28,2010,11,28,,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,Unilateral ceasefire by rebels for peace negotiations.,0,0,0,0,0,1,-1,-1,-1,-1,,,,106.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1093
475,29,475029,Nigeria,4,0,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,297,640,-1,2013,1,28,2013,1,28,,2,0,0,-1,-1,2,1,0,0,0,0,0,0,1,-1,Ceasefire with the government,-1,-1,0,0,0,1,2,2013,2,-1,,,,"74:141, 75a:15,30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1094
475,29,475029,Nigeria,4,0,84,Government of Nigeria,297,640,-1,2013,1,28,2013,1,28,,2,0,0,-1,-1,0,1,0,0,0,0,0,0,1,-1,Ceasefire with the government,-1,-1,0,0,0,0,-1,2013,3,-1,,,,"74:141, 75a:15,30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1095
475,30,475030,Nigeria,4,0,84,Government of Nigeria,297,640,-1,2013,7,8,2013,7,8,,2,0,1,-1,-1,0,0,1,0,0,0,0,0,1,-1,Ceasefire agreement between Boko Haram representative and government.,0,0,0,0,0,0,-1,-1,-1,-1,,,,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1096
475,30,475030,Nigeria,4,0,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,297,640,-1,2013,7,8,2013,7,8,,2,0,1,-1,-1,2,0,1,0,0,0,0,0,1,-1,Ceasefire agreement between Boko Haram representative and government.,0,0,0,0,0,2,-1,-1,-1,-1,,,,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1097
475,31,475031,Nigeria,4,0,1401,MEND,-1,-1,-1,2014,5,30,2014,5,30,,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,Ceasefire declared by militant group.,0,0,0,0,0,1,-1,-1,-1,-1,,,,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1098
475,32,475032,Nigeria,4,0,1051,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,297,640,-1,2014,10,17,2014,10,17,,2,0,-1,0,0,1,0,1,0,0,0,0,0,1,2,Ceasefire connected with the release of kidnapped schoolgirls.,1,Chad,0,0,0,1,-1,-1,-1,-1,,,,"95, 97, 111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1099
475,32,475032,Nigeria,4,0,84,Government of Nigeria,297,640,-1,2014,10,17,2014,10,17,,2,0,-1,0,0,0,0,1,0,0,0,0,0,1,2,Ceasefire connected with the release of kidnapped schoolgirls.,1,Chad,0,0,0,0,-1,-1,-1,-1,,,,"82:95, 82:97, 82:111, 87:58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1100
475,34,475034,Nigeria,4,0,84,Government of Nigeria,-1,-1,-1,2016,6,21,-1,-1,-1,,2,0,0,1,30,0,0,1,0,0,1,let government develop plan towards militancy,0,1,1,Temporary ceasefire,1,"Emmanuel Kachikwu (junior oil minister, Nigeria)",0,0,0,0,-1,-1,-1,-1,,,,"109, 111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1101
475,34,475034,Nigeria,4,0,6551,NDA,-1,-1,-1,2016,6,21,-1,-1,-1,,2,0,0,1,30,1,0,1,0,0,1,let government develop plan towards militancy,0,1,1,Temporary ceasefire,1,"Emmanuel Kachikwu (junior oil minister, Nigeria)",0,0,0,1,-1,-1,-1,-1,,,,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1102
475,35,475035,Nigeria,4,0,84,Government of Nigeria,-1,-1,-1,2016,8,21,2016,8,21,,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Conditional ceasefire by militant group,0,0,0,0,0,0,-1,-1,-1,-1,,,,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1103
475,35,475035,Nigeria,4,0,6551,NDA,-1,-1,-1,2016,8,21,2016,8,21,,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,Conditional ceasefire by militant group,0,0,0,0,0,2,2,2017,11,3,,,,"140, 145, 175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1104
475,36,475036,Nigeria,4,0,6551,NDA,-1,-1,-1,2017,6,29,2017,6,30,,2,0,0,0,0,2,0,0,0,0,1,sign of respect towards leader of ethnic group,0,1,-1,Ceasefire as a mark of respect towards Ijaw leader.,0,0,0,0,0,1,-1,-1,-1,-1,,,,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1105
475,36,475036,Nigeria,4,0,84,Government of Nigeria,-1,-1,-1,2017,6,29,2017,6,30,,2,0,0,0,0,0,0,0,0,0,1,sign of respect towards leader of ethnic group,0,1,-1,Ceasefire as a mark of respect towards Ijaw leader.,0,0,0,0,0,0,-1,-1,-1,-1,,,,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BW,1106
482,1,482001,Central African Republic,4,0,86,Government of Central African Republic,-1,-1,-1,1996,5,20,1996,5,20,,2,0,-1,0,0,0,0,1,0,0,0,0,0,1,1,"Following an earlier mutiny by members of the CAR Army in April 1996, unrest and violence continues; ceasefire agreed and negotations taking place.",0,0,0,0,0,0,-1,1996,-1,-1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EW,1107
482,1,482001,Central African Republic,4,0,7009,Mutineering Soldiers of the Army,-1,-1,-1,1996,5,20,1996,5,20,,2,0,-1,0,0,1,0,1,0,0,0,0,0,1,1,"Following an earlier mutiny by members of the CAR Army in April 1996, unrest and violence continues; ceasefire agreed and negotations taking place.",0,0,0,0,0,1,-1,1996,-1,-1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EW,1108
482,2,482002,Central African Republic,4,0,7009,Mutineering Soldiers of the Army,-1,-1,-1,1996,11,30,1996,11,30,,1,0,0,-1,-1,1,0,1,0,0,0,0,0,1,1,"Central African soldiers mutinied in mid November. The rebels are demanding that president Patasse step down. After a new outbreak of violence at the beginning of December, the rebel leader Capt Saulet announces this ceasefire and negotations are taking place.",0,0,0,0,0,1,-1,1996,-1,-1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EW,1109
